PE,AT,V,AP,RH
475.36,13.43,43.69,1016.21,73.01
434.68,25.33,71.32,1007.05,85.31
467.72,19.26,44.34,1019.45,51.32
451.79,17.89,40.12,1011.99,76.52
438.49,30.57,58.9,1004.54,54.37
485.6,7.45,43.13,1019.31,86.32
438.08,24.03,66.54,1012.19,69.15
488.02,8.03,40.07,1016.06,47.46
431.7,28.06,70.04,1009.89,66.07
471.86,10.06,39.61,1018.22,70.22
473.73,9.68,40.77,1022.04,85.23
432.25,26.38,69.88,1008.42,86.25
478.0202941894531,10.84,39.18,1023.64,87.1
476.75,7.05,40.69,1020.53,89.67
461.12,13.34,41.79,1011.48,86.66
442.9812316894531,24.39,63.77,1013.3,77.53
439.9517822265625,24.26,69.71,1008.98,81.58
474.02392578125,8.23,41.01,1022.89,98.03
470.5162353515625,13.15,40.78,1024.13,79.59
430.16,31.35,71.97,1008.29,72.26
447.14,22.88,65.48,1017.33,66.26
444.61,25.44,56.57,1013.8,66.72
427.67,27.79,71.85,1008.95,87.35
446.96,21.99,57.5,1015.87,80.72
474.68,13.35,40.27,1005.83,49.75
432.3984680175781,28.63,66.56,1005.88,64.73
468.0270080566406,12.78,44.6,1013.64,77.56
479.9097900390625,8.37,40.92,1021.82,86.03
470.95361328125,11.93,38.78,1013.15,96.08
449.380859375,21.03,63.86,1014.84,71.72
441.59271240234375,27.2,65.12,1016.2,44.95
434.1,26.93,75.23,1010.19,62.12
469.157958984375,12.76,42.32,1015.35,78.18
481.44,8.55,35.77,1016.15,73.32
465.73,14.66,40.89,1009.72,91.56
473.4032287597656,10.36,37.83,1005.87,98.56
441.2519226074219,21.54,66.54,1004.99,92.87
466.6639709472656,14.02,41.78,1011.26,48.62
476.88,12.35,40.8,1027.35,72.69
445.17,25.89,58.86,1014.16,52.95
447.95,22.05,61.27,1019.6,58.83
426.07,32.06,71.85,1007.9,56.44
446.3333740234375,24.55,57.5,1015.36,62.45
427.39,27.23,71.77,1006.59,77.94
449.98,24.29,57.5,1014.85,67.28
435.3028259277344,30.4,77.3,1002.44,59.42
436.71258544921875,26.5,66.75,1018.48,61.62
472.54,10.42,41.26,1008.48,96.76
459.6248474121094,15.79,44.89,1010.19,84.61
465.62,15.79,49.15,1020.62,76.22
431.57,30.3,73.67,1005.57,58.74
445.86065673828125,25.58,64.45,1011.07,61.47
464.9810485839844,12.36,48.04,1012.8,93.59
478.02,10.56,40.22,1005.08,89.71
425.75,30.01,69.13,1010.11,62.42
458.99,14.91,40.73,1017.44,86.91
465.7918395996094,15.9,41.35,1006.28,78.2
478.38,8.91,43.52,1022.78,98.0
440.13,26.88,61.5,1009.17,61.26
471.17,14.78,42.86,1015.32,84.75
432.288330078125,30.95,71.58,1009.95,50.02
453.08892822265625,17.9,58.33,1013.6,85.81
468.4814758300781,13.96,39.54,1011.05,85.72
432.26,29.85,71.58,1010.04,58.66
456.71,14.07,40.78,1024.67,72.66
442.76,25.26,52.3,1006.65,64.64
471.71,10.07,40.92,1021.84,84.18
467.57,15.66,43.99,1021.18,88.62
482.0981140136719,6.25,40.02,1032.14,80.22
435.04,27.71,69.51,1009.65,58.38
465.4402160644531,12.75,42.34,1018.17,94.67
446.0202331542969,21.44,51.19,1009.1,84.94
435.55755615234375,32.98,73.88,1006.31,47.55
433.5740051269531,27.54,74.22,1007.44,75.91
474.8,11.68,40.55,1006.48,96.16
479.53,8.02,39.04,1018.49,68.07
464.41143798828125,19.15,44.34,1019.54,48.09
440.64,18.53,63.91,1010.26,97.8
432.22,30.82,76.2,1007.47,59.3
442.8927917480469,22.9,67.25,1017.74,74.53
452.31,22.18,62.39,1007.84,85.74
490.78,3.69,38.44,1016.74,82.87
453.3119812011719,19.89,44.9,1008.12,67.3
441.42071533203125,23.36,65.18,1012.35,78.09
467.15,13.58,44.47,1029.91,70.41
445.65,25.88,61.47,1007.93,68.71
487.9015197753906,6.57,39.37,1020.2,77.37
474.24,10.51,37.5,1010.7,96.29
431.883056640625,26.14,72.99,1007.49,81.72
467.6502685546875,13.31,41.26,1020.83,79.55
468.54107666015625,14.01,42.99,1007.12,69.69
482.15,8.64,34.69,1026.79,80.88
434.85,24.88,73.17,1012.26,84.96
442.4534606933594,23.28,69.51,1013.31,53.0
441.88,25.6,58.46,1016.34,66.6
434.94,27.0,73.17,1009.82,64.43
441.978271484375,25.69,62.26,1011.38,74.08
450.32,20.77,60.1,1011.11,81.09
471.2802734375,12.45,40.81,1025.63,66.26
431.33,27.32,66.54,1004.95,72.58
433.02,25.51,67.69,1004.53,80.03
454.67,17.45,49.64,1026.4,66.67
440.64,24.4,60.37,1006.77,82.43
450.4984436035156,18.98,38.52,1018.85,63.16
478.66,9.48,44.68,1023.29,92.9
464.54730224609375,12.04,41.58,1018.02,88.91
445.36,26.11,47.43,1009.01,56.09
432.26,25.28,71.94,1006.73,86.69
439.72,27.46,61.86,1012.39,66.09
469.59,12.42,40.24,1016.59,90.01
435.43,32.49,74.99,1002.19,34.58
449.7095642089844,26.16,52.36,1013.62,58.52
446.94171142578125,23.39,61.87,1010.35,48.91
456.92,21.12,49.15,1021.29,52.9
448.1355895996094,19.94,65.46,1017.7,68.94
441.23,26.15,63.21,1012.31,76.44
468.51983642578125,13.93,38.91,1013.04,73.51
468.6816101074219,12.87,45.51,1015.3,86.67
430.93,28.29,68.08,1010.77,53.92
484.7279968261719,7.78,39.18,1024.62,85.15
451.11431884765625,21.11,58.12,1015.38,77.78
447.44,23.97,64.05,1012.23,90.18
444.35,25.71,66.05,1018.58,66.23
455.9735412597656,24.7,50.23,1016.23,62.03
479.17,10.32,38.91,1012.11,81.49
467.9453125,11.46,39.82,1012.09,86.2
475.96,10.53,41.26,1007.48,98.74
448.2884216308594,21.91,58.62,1015.95,72.87
438.17,25.35,65.18,1012.67,70.36
440.61285400390625,22.77,59.92,1009.67,94.09
441.3243408203125,22.28,59.92,1009.36,95.38
455.19,18.94,47.83,1005.18,78.59
486.9757995605469,6.92,41.26,1011.16,96.2
446.19,23.07,65.46,1014.07,46.77
470.88,13.89,43.7,1015.12,64.99
465.2151794433594,14.13,53.82,1016.72,64.85
481.2860107421875,7.4,40.72,1022.56,87.67
483.77,6.17,36.25,1028.68,90.59
462.84,10.8,41.62,1012.84,93.84
432.5751037597656,32.77,72.86,1003.6,52.87
432.85,29.56,70.4,1006.49,82.95
437.35321044921875,31.05,62.7,1009.35,55.27
486.4,8.85,41.06,1020.99,86.05
431.37,31.15,69.59,1007.82,64.96
426.79,28.18,66.56,1005.69,65.67
480.6349182128906,10.24,41.17,1019.73,82.04
432.3160705566406,28.38,72.39,998.93,73.85
461.2,15.46,44.88,1017.52,93.32
450.06,19.97,59.14,1016.05,70.58
434.54,28.36,68.08,1013.34,42.82
468.8,15.09,44.34,1019.46,60.49
474.64,10.72,40.81,1016.51,80.26
461.15,16.37,52.9,1015.14,73.11
445.41,24.66,57.43,1013.17,71.82
444.78,26.44,54.2,1012.65,48.02
481.49,6.3,41.14,1027.45,86.11
444.0653076171875,23.56,49.16,1002.54,69.07
474.44,8.73,39.42,1025.63,69.87
468.4,14.49,42.86,1013.94,88.2
448.4,20.26,50.32,1009.81,93.12
475.89,13.56,40.8,1024.8,63.6
432.8775939941406,29.01,70.04,1010.02,57.35
456.84,19.78,54.42,1011.74,89.34
453.4236145019531,19.24,56.89,1014.29,72.97
482.13330078125,8.36,40.71,1026.34,82.76
441.16,27.08,66.05,1017.91,59.1
477.02,9.3,43.14,1010.99,88.12
485.3009338378906,6.29,43.65,1020.68,70.14
451.95,21.33,60.1,1010.97,78.36
458.82,14.55,40.73,1018.36,89.12
445.11,24.54,44.89,1010.05,59.13
434.2572326660156,24.28,71.98,1006.34,90.45
443.75213623046875,23.45,69.04,1010.5,80.77
483.13,5.62,40.62,1015.81,85.34
451.0072937011719,20.82,57.76,1019.15,72.46
480.74,6.06,43.65,1014.36,83.94
457.6550598144531,21.24,44.3,1014.34,83.39
454.46,18.32,66.86,1012.02,70.0
472.51593017578125,9.44,40.0,1015.62,81.16
464.42108154296875,17.36,43.96,1013.02,79.59
429.5317077636719,26.95,70.79,1004.09,75.35
451.89,21.0,66.86,1013.06,59.7
433.58209228515625,29.36,78.05,1011.12,64.17
464.85,14.84,41.23,995.02,88.0
436.47,27.21,67.45,1013.83,43.26
436.67,25.44,75.23,1010.71,66.44
432.03,30.84,66.75,1017.54,40.69
448.83,20.55,65.46,1013.87,58.09
465.2337951660156,12.27,49.83,1007.75,92.02
442.4738464355469,24.49,65.59,1011.52,85.12
431.47,26.65,74.16,1008.27,94.54
444.12,21.46,58.18,1007.45,95.33
436.1284484863281,27.24,71.25,1000.5,86.28
459.73974609375,19.86,41.67,1012.31,53.9
435.2103576660156,34.48,74.34,1000.91,42.61
444.1206970214844,25.16,60.23,1011.21,68.31
449.6233215332031,18.93,59.39,1013.92,68.78
473.6,10.55,41.26,1007.77,99.1
444.0594177246094,21.86,63.09,1016.64,87.94
443.9141540527344,25.57,62.96,1019.92,58.34
459.6,13.73,50.59,1020.44,85.54
465.22,14.26,44.47,1028.11,66.81
429.29,31.28,69.51,1010.09,36.85
439.47,27.08,66.05,1017.33,54.68
468.47,11.87,44.6,1018.81,84.68
433.4549255371094,31.92,68.3,1015.58,41.55
438.24,25.42,75.6,1017.39,77.63
442.11785888671875,26.08,48.6,1003.61,57.8
463.81,16.88,43.67,1011.43,73.98
433.2130126953125,27.75,69.89,1015.41,73.01
432.14,27.37,71.06,1008.4,87.52
443.9727783203125,22.74,58.41,1013.92,84.03
435.22,27.17,73.5,1010.36,73.29
457.55,18.99,56.65,1020.46,77.16
432.5911560058594,27.19,71.32,1008.97,88.43
432.89422607421875,27.46,67.69,1004.7,70.15
460.91912841796875,16.66,41.16,1007.37,76.82
442.22,26.39,66.05,1018.24,61.27
466.56292724609375,14.31,42.86,1031.14,69.6
464.973388671875,12.1,41.58,1014.41,90.22
477.71,11.56,39.28,1011.27,82.05
480.84,10.34,41.74,1020.07,79.17
447.67,20.76,59.21,1017.94,80.84
472.26983642578125,12.09,38.25,1013.61,81.28
484.8760986328125,7.68,38.06,1020.92,83.87
448.60302734375,22.78,58.96,1013.65,57.06
469.33,15.42,40.56,1021.23,59.37
453.86962890625,21.08,46.93,1014.49,63.33
477.45,7.25,41.14,1024.99,95.85
439.67,28.25,66.54,1011.02,43.77
433.31,29.82,43.21,1011.52,63.54
461.4881286621094,14.55,41.7,1018.58,80.8
444.39,21.88,69.71,1010.28,97.64
432.4102478027344,31.07,70.98,1007.24,72.03
448.61,23.08,64.44,1014.85,69.95
449.8909606933594,19.95,57.25,1011.08,88.04
447.74,21.89,63.94,1019.55,55.09
432.33,30.11,70.8,1008.57,69.25
466.14,15.1,41.35,1003.84,97.89
464.980712890625,16.59,43.56,1012.88,59.61
462.87,14.71,44.0,1024.98,85.08
456.32,18.15,41.23,993.82,61.21
472.406982421875,12.24,34.03,1018.44,69.27
486.73651123046875,7.71,38.06,1021.0,83.47
430.5057678222656,28.15,72.99,1007.62,70.03
441.51,25.11,56.89,1013.33,67.31
435.9114074707031,26.82,69.23,1013.28,50.86
467.76,20.58,54.5,1015.04,89.83
433.83,25.04,66.48,1004.12,63.01
435.6946716308594,29.56,51.43,1005.87,59.22
453.72,18.92,44.06,1017.47,68.75
465.998291015625,14.72,41.23,997.91,82.69
451.7,22.76,57.5,1014.75,74.38
440.9019775390625,25.74,63.73,1010.88,70.87
474.08,10.34,37.5,1010.35,95.56
462.64,14.64,44.92,1025.54,91.12
478.6214294433594,9.41,34.69,1027.02,78.91
480.2831115722656,4.96,45.87,1007.32,98.78
434.32,32.73,69.88,1007.86,46.95
480.74,9.11,36.66,1026.47,74.79
449.08,21.52,46.21,1010.62,67.62
451.53314208984375,19.39,51.43,1011.06,94.35
437.5499267578125,26.99,68.12,1011.45,58.48
435.4,30.68,71.8,1010.81,61.4
439.14,31.23,75.08,1004.93,46.19
466.2,14.24,39.99,1009.3,83.75
481.5751037597656,9.31,43.56,1015.09,79.96
471.46,16.1,36.71,1013.58,74.41
442.44,21.33,50.32,1008.58,85.3
457.6227722167969,17.4,43.14,1018.51,75.31
470.96,10.59,25.36,1009.59,100.16
434.66,29.42,74.9,1004.11,64.53
452.06,18.48,50.16,1011.45,99.92
435.42791748046875,26.91,70.47,1007.55,72.59
479.96,9.59,38.91,1011.87,81.3
446.5323181152344,25.01,68.63,1013.76,43.65
441.21136474609375,22.71,59.43,1005.68,83.52
440.0924987792969,26.55,60.23,1009.88,79.54
467.6,13.78,42.03,1017.51,84.94
436.31,28.32,71.64,1004.73,72.71
438.0604553222656,23.49,73.18,1012.4,90.05
448.73,22.76,49.21,1014.35,48.85
441.0240173339844,24.96,60.84,1018.13,59.51
449.54,20.31,45.87,1007.89,73.7
464.58,14.57,44.84,1023.46,87.2
441.76922607421875,27.17,61.02,1011.38,65.32
454.35,18.96,47.83,1006.15,75.61
428.87,29.23,68.14,1004.31,81.46
467.24981689453125,16.49,41.93,1022.92,44.98
461.07,20.08,44.6,1014.91,36.27
439.3,31.41,64.44,1013.84,49.49
462.1,12.12,40.0,1018.72,84.42
450.032470703125,25.32,54.5,1015.5,68.17
447.06,20.21,69.94,1009.33,83.96
481.83,10.67,45.0,1022.99,85.91
452.71,22.44,58.16,1017.28,63.68
466.5635070800781,17.81,45.0,1022.32,43.84
445.9960021972656,20.85,48.7,1007.11,87.2
453.4173583984375,18.34,62.1,1020.52,78.6
430.55,29.6,71.14,1011.46,52.69
475.51,9.68,38.16,1015.54,79.67
430.201171875,28.69,73.18,1012.23,68.57
445.37,24.47,57.85,1013.05,66.34
454.40283203125,19.6,48.14,1013.18,68.71
453.3,17.57,62.1,1019.51,86.14
439.55,26.21,56.85,1011.45,41.37
478.622802734375,8.68,41.82,1032.83,73.62
443.48,24.94,62.96,1019.76,58.44
445.03,20.58,50.78,1008.87,91.18
460.0190734863281,17.79,40.12,1012.74,79.03
449.6451110839844,22.71,48.06,1012.82,67.81
445.59,25.53,59.57,1010.65,82.04
438.8197021484375,26.7,49.02,1007.68,67.97
444.21075439453125,27.43,63.87,1017.6,43.33
429.27,30.26,71.77,1006.24,58.98
435.22967529296875,29.08,67.07,1005.73,57.18
447.8397216796875,22.64,62.44,1011.82,75.07
441.61,23.75,68.51,1013.21,76.01
463.34,15.6,43.71,1024.88,80.37
432.59,28.55,66.51,1015.46,34.04
436.822021484375,29.86,59.57,1011.24,64.02
465.28,15.63,37.87,1020.4,74.77
477.26,7.79,42.03,1017.74,91.48
436.89,30.06,69.14,1007.5,72.48
477.73,10.12,38.38,1018.22,85.93
473.9250183105469,10.86,44.85,1014.15,88.36
428.5,26.37,70.79,1005.31,77.3
442.39,23.05,65.94,1010.99,69.73
441.8500061035156,25.89,48.41,1008.59,65.38
436.75,22.77,69.84,1005.75,84.26
460.2,21.5,44.58,1016.87,57.58
476.47943115234375,11.01,40.22,1011.13,83.09
471.73,13.53,42.86,1014.0,90.63
443.2,25.91,75.6,1018.23,62.65
466.8497009277344,13.93,42.86,1032.37,71.11
478.31201171875,9.96,41.55,1002.59,65.86
456.25,18.25,60.1,1009.72,90.15
437.4025573730469,22.59,66.54,1005.11,92.62
443.12,24.99,48.92,1010.03,41.26
444.9391174316406,23.78,58.86,1015.7,62.95
477.7766418457031,10.31,42.49,1009.43,78.36
463.93,15.25,52.9,1014.86,76.87
448.51,22.49,61.27,1019.6,57.1
468.64,14.04,44.21,1021.93,86.12
446.6010437011719,20.65,48.41,1008.38,91.02
440.05,24.79,75.6,1017.07,68.23
450.48,19.7,54.42,1011.83,89.86
465.0008239746094,15.48,41.66,1009.55,66.74
464.81,11.09,41.58,1020.99,91.09
440.85,27.22,69.04,1008.89,70.62
441.3656005859375,26.64,62.44,1011.81,72.46
468.18,15.21,35.4,1016.31,58.26
429.79168701171875,31.85,73.21,1000.98,72.2
461.08,12.54,41.62,1010.86,83.42
470.68,14.17,42.99,1007.38,78.88
467.65679931640625,11.48,41.14,1027.67,90.5
467.01,14.87,41.2,1016.27,70.51
439.43,29.5,72.86,1004.63,52.17
441.4185485839844,25.77,63.31,1012.76,65.98
433.8999938964844,25.99,71.32,1007.17,83.23
459.85,18.8,44.71,1016.56,31.29
445.7134094238281,21.23,61.5,1008.98,82.14
453.58,25.09,65.38,1009.99,54.28
434.45,23.54,70.32,1010.89,80.76
466.06,13.71,43.41,1015.45,69.26
475.42,12.6,40.35,1011.89,80.88
449.0858459472656,21.19,52.3,1008.24,79.19
439.01,25.21,51.43,1006.43,78.55
445.87,25.87,63.47,1011.54,65.45
432.3453063964844,29.48,73.21,1000.67,79.35
476.4585266113281,11.62,41.54,1019.94,66.43
464.11,14.57,25.88,1008.92,69.16
466.6232604980469,9.73,41.01,1021.76,97.71
443.8,24.25,50.78,1008.82,60.55
452.89,19.44,60.07,1014.8,69.06
465.57,13.32,44.2,1020.02,78.78
437.62,30.57,69.82,1009.86,52.94
434.77,26.88,79.74,1006.54,93.7
465.9591979980469,13.93,40.24,1017.88,88.35
439.23883056640625,28.56,65.27,1013.28,49.95
434.88,27.26,66.56,1007.83,60.95
464.93,12.68,41.16,1020.09,83.32
455.06011962890625,17.03,58.49,1011.91,92.16
466.07,16.66,36.71,1013.68,70.66
467.47,14.07,42.86,1032.16,71.53
462.1630859375,12.41,45.87,1004.78,80.02
488.5355224609375,6.06,41.17,1019.67,84.7
471.82,7.79,41.16,1023.17,97.11
431.18,26.8,72.58,1009.22,89.03
458.51,14.68,58.2,1018.5,83.3
440.01,27.3,56.85,1011.66,36.09
478.95,8.99,36.3,1027.08,73.98
451.6830749511719,21.39,51.3,1013.39,89.05
435.64,27.37,76.2,1006.03,67.07
444.7,25.02,50.78,1008.79,63.06
476.9943542480469,6.8,41.16,1023.17,95.4
475.7622985839844,11.01,40.05,1015.46,89.22
440.53,27.91,64.79,1017.7,48.29
469.13,16.52,42.24,1017.51,67.65
434.3370666503906,29.23,69.59,1009.0,71.41
432.07,25.91,68.08,1010.92,74.25
458.9151306152344,15.55,40.66,1016.21,88.5
429.76495361328125,32.67,67.83,1007.81,42.16
465.5738525390625,11.1,40.92,1021.98,94.14
459.45,21.89,45.38,1014.42,68.95
438.17,32.48,69.75,1009.05,40.47
473.64,9.99,43.52,1022.95,99.67
455.22,18.87,62.96,1020.55,82.87
458.22491455078125,20.77,52.05,1012.22,45.61
485.05462646484375,6.61,38.68,1017.5,63.88
430.6756896972656,31.53,70.94,1007.11,50.04
471.34710693359375,12.93,43.13,1014.91,55.7
469.14093017578125,12.38,43.52,1022.98,100.0
437.35,32.2,69.68,1012.12,42.47
491.1,7.65,40.67,1020.14,72.37
465.85,15.51,36.71,1014.05,72.92
473.44,13.26,41.74,1021.89,63.32
435.71,21.16,78.11,1006.73,78.11
451.02,21.61,64.63,1020.86,69.73
465.24,13.95,41.49,1019.95,86.46
443.34,27.97,68.31,1010.64,55.91
441.76324462890625,26.63,64.44,1012.66,61.19
443.05322265625,24.2,63.21,1012.25,79.86
484.67,8.23,43.79,1016.11,82.11
449.9241638183594,21.06,62.91,1011.92,75.52
456.8781433105469,16.02,44.9,1009.3,82.62
434.2677001953125,23.15,66.48,1003.71,76.0
433.974853515625,24.44,69.13,1011.1,87.62
439.7983703613281,26.19,49.3,1003.69,65.88
449.47,20.09,63.94,1020.82,74.16
432.64,26.71,70.4,1007.59,82.63
473.11981201171875,10.63,37.5,1008.93,98.14
431.57696533203125,26.14,71.98,1005.98,82.45
440.50177001953125,25.9,59.54,1007.3,78.38
457.92,15.93,52.75,1024.57,58.71
470.1655578613281,13.09,43.02,1013.17,46.73
444.02,21.47,60.77,1018.06,85.73
470.6861572265625,13.57,42.99,1007.51,88.95
444.1379699707031,22.32,64.27,1014.35,82.98
458.74,22.08,41.54,1014.21,73.73
434.01458740234375,32.13,74.34,1003.34,56.39
460.27,18.32,42.28,1007.86,45.62
473.31,10.18,35.76,1019.71,66.7
437.08,23.07,69.23,1011.78,76.06
459.2318420410156,15.16,50.88,1013.88,100.11
471.68804931640625,12.24,41.2,1012.48,89.85
441.56,31.04,68.31,1010.54,42.74
435.5504150390625,32.34,74.99,1002.77,42.83
461.96,13.97,45.01,1017.44,89.15
447.91,26.24,51.43,1011.32,59.52
454.88,13.82,41.62,1011.48,77.66
480.74,9.55,39.66,1018.8,74.88
460.57,16.9,54.3,1017.97,60.57
442.81976318359375,24.47,58.05,1011.27,71.7
475.7024230957031,11.6,40.69,1015.51,86.55
447.3118591308594,21.47,65.61,1015.92,76.22
489.8,4.15,39.9,1007.62,95.69
438.36,26.45,71.37,1008.0,77.06
434.8410339355469,33.6,77.17,1009.01,47.53
467.89,16.2,38.73,1002.14,75.03
443.0267028808594,23.73,63.94,1010.7,87.1
437.37,27.45,66.25,1009.3,77.58
427.66,33.42,68.51,1011.91,45.83
435.4372863769531,28.91,70.72,1009.7,67.5
435.52,26.51,67.25,1017.85,64.17
475.54,5.66,40.0,1022.08,93.03
458.71295166015625,17.99,50.59,1015.9,77.28
472.8929443359375,10.77,41.46,1021.42,87.18
475.42,10.03,41.79,1020.35,66.42
482.778076171875,8.69,40.81,1026.19,86.25
463.18603515625,17.67,43.96,1011.68,82.13
466.05,9.98,41.01,1017.83,98.07
429.41,31.87,70.94,1006.94,50.78
463.24,15.74,43.34,1013.38,81.45
447.48,22.49,62.96,1020.21,78.99
432.54180908203125,32.21,70.94,1006.76,47.56
440.82965087890625,25.4,69.59,1008.58,82.22
473.0520324707031,10.87,42.02,1002.08,95.22
449.54,23.55,51.95,1006.0,76.46
437.26,27.29,67.32,1013.92,33.41
448.50994873046875,19.36,68.61,1010.85,94.87
468.27,10.2,41.01,1021.39,96.64
470.17,11.03,44.78,1013.16,83.85
474.61,8.97,44.03,1013.16,80.39
479.6194152832031,8.48,36.18,1013.31,75.15
442.71539306640625,26.56,56.57,1013.73,63.9
432.0223083496094,30.65,71.06,1008.61,76.76
490.57,6.44,39.33,1011.8,93.5
446.4,21.6,43.43,1010.28,61.87
464.2587585449219,19.46,42.04,1011.3,60.45
472.68,12.19,40.05,1014.65,85.1
445.26,23.92,63.21,1012.52,86.51
438.27227783203125,27.11,66.49,1013.71,39.28
442.22,23.73,61.02,1009.71,78.7
441.08,28.36,60.23,1010.05,53.03
442.7348327636719,24.38,60.84,1017.85,62.23
444.08,23.07,57.17,1009.84,76.8
459.9967956542969,15.07,50.88,1014.33,100.12
435.47,29.58,66.51,1015.57,32.95
436.5,25.39,70.36,1006.76,73.62
463.22,14.79,47.83,1007.27,92.04
471.26,10.61,40.77,1022.09,83.62
463.71,19.12,44.85,1014.66,43.66
443.0168762207031,20.23,69.45,1013.0,89.79
436.8388366699219,29.03,43.21,1011.83,65.23
466.5552062988281,15.72,43.02,1011.98,45.74
447.1295471191406,20.72,68.61,1011.25,87.1
453.02,17.54,58.49,1012.35,91.56
430.8655700683594,27.71,72.99,1007.18,72.68
488.1047668457031,6.4,41.17,1019.54,85.37
441.4,24.49,65.06,1014.07,63.32
461.7889099121094,15.98,44.68,1018.48,85.94
435.13,28.85,71.32,1009.09,76.9
443.87,21.23,57.32,1010.99,75.17
432.4042663574219,27.78,73.56,1007.05,95.32
436.33,25.27,69.89,1015.21,79.33
432.45,30.46,66.75,1017.81,54.48
439.84100341796875,26.13,47.93,1002.81,66.19
438.46,25.95,59.14,1016.42,67.03
467.7,13.66,40.55,1005.46,96.02
454.4,17.79,45.01,1015.71,67.13
448.4246520996094,20.1,59.87,1018.97,87.23
444.7167663574219,23.21,62.44,1011.78,76.66
437.6750183105469,29.23,66.51,1011.11,53.12
453.36,20.16,60.1,1011.24,86.23
433.42,24.21,71.77,1004.52,84.96
440.4657897949219,26.13,57.32,1012.27,45.78
453.09,19.07,49.69,1007.22,76.79
476.67,9.68,41.06,1022.75,87.44
460.81,16.18,43.99,1021.97,80.96
474.72,11.57,39.72,1002.26,78.69
442.5016784667969,23.24,68.31,1009.71,80.8
485.28,5.02,40.64,1021.2,93.27
443.9125061035156,22.27,50.05,1007.1,89.34
439.8,34.51,73.03,1013.73,39.42
489.3,2.71,39.42,1026.66,81.11
472.2969055175781,12.93,36.71,1013.22,83.44
435.33,28.75,57.55,1004.77,57.55
471.07,10.03,42.02,998.6,99.9
471.23,13.33,39.39,1013.93,84.74
442.11,23.29,49.3,1003.88,74.12
475.8,9.43,41.4,1028.81,85.83
443.7,24.97,59.87,1018.7,59.94
479.9452819824219,8.95,38.56,1017.85,64.34
471.38,10.59,37.5,1013.14,81.56
443.15,29.33,64.84,1010.76,53.32
472.85955810546875,11.42,41.54,1020.21,71.57
437.2921447753906,27.66,69.75,1009.71,84.27
464.88,13.45,45.87,1008.73,87.06
438.7961730957031,27.76,65.59,1010.8,67.29
446.01,23.96,58.33,1013.37,59.97
463.18634033203125,13.04,45.09,1013.0,87.68
481.59,8.91,40.69,1015.11,89.65
452.2,24.22,49.82,1014.61,66.82
428.49,29.71,71.85,1008.81,70.86
439.4554138183594,21.96,69.94,1011.09,80.27
438.4483947753906,26.85,66.86,1006.78,69.4
450.0783386230469,22.91,68.63,1014.92,55.82
440.0587463378906,28.37,63.31,1013.18,49.02
474.136962890625,9.04,40.11,1023.3,76.32
435.76,28.23,62.26,1010.88,60.86
435.6754455566406,28.84,74.9,1004.38,66.86
432.25,31.25,73.5,1010.81,45.2
473.49,13.04,40.69,1015.96,82.37
458.560791015625,17.48,52.9,1020.03,76.47
433.25,26.78,73.06,1007.99,90.47
445.96,20.51,68.08,1012.73,78.05
446.03,19.8,67.71,1005.58,69.65
465.7088317871094,14.39,42.77,1017.36,83.28
442.7918701171875,26.35,59.87,1013.24,73.63
485.038818359375,7.87,43.02,1014.67,83.58
439.64,27.56,65.59,1010.88,66.47
429.83,33.76,68.51,1011.33,38.35
446.8838806152344,23.74,62.96,1019.65,63.39
456.29,16.68,53.16,1014.32,78.02
473.1170349121094,13.58,39.28,1016.17,79.17
456.65,21.99,42.48,1011.77,74.04
442.5832214355469,23.68,59.27,1010.75,83.82
457.18280029296875,16.73,54.3,1017.96,59.44
470.82,11.12,44.92,1025.58,93.52
477.41,10.45,39.61,1020.23,73.39
492.96,6.38,40.07,1018.53,60.2
481.51678466796875,5.19,40.78,1025.24,95.07
461.46,14.66,47.83,1006.15,91.98
442.76,23.49,49.3,1003.35,77.96
449.88,24.31,65.34,1013.82,63.85
452.84,16.57,41.79,1005.82,72.25
467.45,14.43,44.84,1024.34,84.0
457.1,15.34,71.14,1019.79,77.56
473.41,9.75,52.72,1026.03,78.53
452.41,26.05,58.59,1012.32,49.83
478.0205993652344,10.5,40.8,1024.06,76.05
478.05126953125,9.87,42.74,1024.61,87.74
442.69,24.31,65.94,1011.5,61.61
443.6180114746094,24.67,58.05,1011.31,69.95
434.5,24.18,66.48,1004.0,64.86
429.05,27.53,67.83,1009.4,53.73
458.84,15.21,52.75,1024.32,61.11
